UCAXH001	CCSDS VERSION NB	F	3	0		0	D
UCAXH001	CCSDS TYPE	F	1	3		1	D
UCAXH001	CCSDS HEAD FLG 0	F	1	4		1	D
UCAXH001		A	11	5	UCAXX001	522	D
UCAXH001	CCSDS SEQ FLAG	F	2	16		3	D
UCAXH001		P	14	18	UCAXX002	0	D
UCAXH001		P	16	32	UCAXX003	0	D
UCAXH001	PUS VERSION NB	F	4	48		2	D
UCAXH001		K	4	52	UCAXX006	0	D
UCAXH001		T	8	56	UCAXX004	0	D
UCAXH001		S	8	64	UCAXX005	0	D
UCAXH001		P	16	72	UCAXX007	0	D
