UCAW4F7R	542600006	315	0				
UCAW4F8R	542600006	316	0				
UCAW4F9R	542600006	317	0				
UCAA005R	542600007	0	0				
UCAW000R	542600007	2	0				
UCAW004R	542600007	6	0				
UCAW005R	542600007	8	0				
UCAW006R	542600007	9	0				
UCAW007R	542600007	11	0				
UCAW008R	542600007	12	0				
UCAW009R	542600007	13	0				
UCAW00AR	542600007	20	0				
UCAW00BR	542600007	27	0				
UCAW00CR	542600007	34	0				
UCAW00DR	542600007	41	0				
UCAW00ER	542600007	48	0				
UCAW00FR	542600007	55	0				
UCAW00GR	542600007	62	0				
UCAW00HR	542600007	69	0				
UCAW00IR	542600007	76	0				
UCAW00JR	542600007	83	0				
UCAW00KR	542600007	90	0				
UCAW00LR	542600007	97	0				
UCAW00MR	542600007	104	0				
UCAW00NR	542600007	111	0				
UCAW00OR	542600007	118	0				
UCAW00PR	542600007	125	0				
UCAW00QR	542600007	129	0				
UCAW00RR	542600007	133	0				
UCAW00SR	542600007	137	0				
UCAW00TR	542600007	141	0				
UCAW00UR	542600007	145	0				
UCAW00VR	542600007	149	0				
UCAW00WR	542600007	153	0				
UCAW00XR	542600007	157	0				
UCAW00YR	542600007	161	0				
UCAW00ZR	542600007	165	0				
UCAW010R	542600007	169	0				
UCAW011R	542600007	173	0				
UCAW012R	542600007	177	0				
UCAW013R	542600007	181	0				
UCAW014R	542600007	185	0				
UCAW015R	542600007	189	0				
UCAW016R	542600007	190	0				
UCAW017R	542600007	191	0				
UCAW018R	542600007	192	0				
UCAW019R	542600007	193	0				
UCAW01AR	542600007	194	0				
UCAW01BR	542600007	195	0				
UCAW01CR	542600007	196	0				
UCAW01DR	542600007	197	0				
UCAW01ER	542600007	198	0				
UCAW01FR	542600007	199	0				
UCAW01GR	542600007	200	0				
UCAW01HR	542600007	201	0				
UCAW01IR	542600007	202	0				
UCAW01JR	542600007	203	0				
UCAW01KR	542600007	204	0				
UCAW01LR	542600007	205	0				
UCAW01UR	542600007	206	0				
UCAW01YR	542600007	207	0				
UCAW01ZR	542600007	209	0				
UCAW020R	542600007	211	0				
UCAW021R	542600007	213	0				
UCAWIZDR	542600007	215	0				
UCAWIZER	542600007	222	0				
UCAWIZFR	542600007	229	0				
UCAWIZGR	542600007	236	0				
UCAW022R	542600007	243	0				
UCAW023R	542600007	247	0				
UCAW024R	542600007	251	0				
UCAW025R	542600007	255	0				
UCAW026R	542600007	259	0				
UCAW027R	542600007	263	0				
UCAW028R	542600007	267	0				
UCAW029R	542600007	271	0				
UCAW02AR	542600007	275	0				
UCAW02BR	542600007	279	0				
UCAW02CR	542600007	283	0				
UCAW02DR	542600007	287	0				
UCAW02FR	542600007	291	0				
UCAW02GR	542600007	295	0				
UCAW02HR	542600007	299	0				
UCAW02IR	542600007	303	0				
UCAW02TR	542600007	307	0				
UCAW02UR	542600007	311	0				
UCAW02VR	542600007	315	0				
UCAW02WR	542600007	319	0				
UCAW02XR	542600007	323	0				
UCAW02YR	542600007	327	0				
UCAW02ZR	542600007	331	0				
UCAW030R	542600007	335	0				
UCAW031R	542600007	339	0				
UCAW032R	542600007	343	0				
UCAW033R	542600007	347	0				
UCAW034R	542600007	351	0				
UCAW035R	542600007	355	0				
UCAW036R	542600007	359	0				
UCAW037R	542600007	363	0				
UCAW038R	542600007	367	0				
UCAW039R	542600007	371	0				
UCAW03AR	542600007	375	0				
UCAW03BR	542600007	379	0				
UCAW03CR	542600007	383	0				
UCAA005R	542600008	0	0				
UCAW000R	542600008	2	0				
UCAW01NR	542600008	6	0				
UCAW01OR	542600008	7	0				
UCAW01PR	542600008	11	0				
UCAW01VR	542600008	12	0				
UCAW01WR	542600008	16	0				
UCAW01XR	542600008	20	0				
UCAW03QR	542600008	24	0				
UCAW03RR	542600008	26	0				
UCAW03SR	542600008	30	0				
UCAW03TR	542600008	34	0				
UCAW03UR	542600008	35	0				
UCAW03VR	542600008	39	0				
UCAW03WR	542600008	41	0				
UCAW041R	542600008	45	0				
UCAW4BMR	542600008	49	0				
UCAW4BNR	542600008	56	0				
UCAW4BOR	542600008	60	0				
UCAW4BPR	542600008	67	0				
UCAW4BQR	542600008	68	0				
UCAW4BRR	542600008	69	0				
UCAW4BSR	542600008	70	0				
UCAW4BTR	542600008	71	0				
UCAW4BUR	542600008	72	0				
UCAW4BVR	542600008	73	0				
UCAW4BWR	542600008	74	0				
UCAW4BXR	542600008	75	0				
UCAW4BYR	542600008	77	0				
UCAW4BZR	542600008	79	0				
UCAW4C0R	542600008	81	0				
UCAW4C1R	542600008	83	0				
UCAW4C2R	542600008	85	0				
UCAW4C3R	542600008	87	0				
UCAW4C4R	542600008	89	0				
UCAW4C5R	542600008	91	0				
UCAW4C6R	542600008	93	0				
UCAW4C7R	542600008	95	0				
UCAW4C8R	542600008	97	0				
UCAW4C9R	542600008	99	0				
UCAW4CAR	542600008	101	0				
UCAW4CBR	542600008	103	0				
UCAW4CCR	542600008	105	0				
UCAA02KR	542600011	0	0				
UCAW4D0R	542600011	7	0				
UCAW4CVR	542600011	8	0				
UCAW4CXR	542600011	12	0				
UCAW4CYR	542600011	16	0				
UCAW4CZR	542600011	17	0				
UCAW4D2R	542600011	18	0				
UCAW4D3R	542600011	19	0				
UCAW4D4R	542600011	20	0				
UCAW4D5R	542600011	21	0				
UCAW005R	542600011	22	0				
UCAW007R	542600011	23	0				
UCAA02KR	542600012	0	0				
UCAW4CXR	542600012	7	0				
UCAW4CZR	542600012	11	0				
UCAW4D2R	542600012	12	0				
UCAW4D3R	542600012	13	0				
UCAW4D4R	542600012	14	0				
UCAW4D5R	542600012	15	0				
UCAW005R	542600012	16	0				
UCAA02KR	542600013	0	0				
UCAW4D0R	542600013	7	0				
UCAA02MR	542600013	8	0				
UCAA02NR	542600013	9	0				
UCAA02KR	542600014	0	0				
UCAW4D0R	542600014	7	0				
UCAA02SR	542600014	8	0				
UCAA02TR	542600014	9	0				
UCAA02KR	542600015	0	0				
UCAA02VR	542600015	7	0				
UCAA02KR	542600016	0	0				
UCAW4D0R	542600016	7	0				
UCAA037R	542600016	8	0				
UCAA02KR	542600017	0	0				
UCAW4D0R	542600017	7	0				
UCAA037R	542600017	8	0				
UCAA02KR	542600018	0	0				
UCAW4D0R	542600018	7	0				
UCAA038R	542600018	8	0				
UCAA02KR	542600019	0	0				
UCAW4D0R	542600019	7	0				
UCAA033R	542600019	8	0				
UCAA034R	542600019	10	0				
UCAA035R	542600019	12	0				
UCAA02KR	542600020	0	0				
UCAW4D0R	542600020	7	0				
UCAA02LR	542600020	8	0				
UCAA02KR	542600021	0	0				
UCAW4D0R	542600021	7	0				
UCAA02OR	542600021	8	0				
UCAA01TR	542600021	9	0				
UCAA00IR	542600021	11	0				
UCAA02PR	542600021	15	0				
UCAA02KR	542600022	0	0				
UCAW4D0R	542600022	7	0				
UCAA01TR	542600022	8	0				
UCAA00IR	542600022	10	0				
UCAA01SR	542600022	14	0				
UCAA02KR	542600023	0	0				
UCAA00IR	542600023	7	0				
UCAA02OR	542600023	11	0				
UCAA02PR	542600023	12	0				
UCAA02KR	542600024	0	0				
UCAW4D0R	542600024	7	0				
UCAA03OR	542600024	8	0				
UCAA02QR	542600024	9	0				
UCAA02RR	542600024	11	0				
UCAA02KR	542600025	0	0				
UCAW4D0R	542600025	7	0				
UCAA021R	542600025	8	0				
UCAA024R	542600025	9	0				
UCAA023R	542600025	11	0				
UCAA002R	542600025	12	0				
UCAA02KR	542600026	0	0				
UCAW4D0R	542600026	7	0				
UCAA00IR	542600026	8	0				
UCAA00OR	542600026	12	0				
UCAA02KR	542600027	0	0				
UCAW4D0R	542600027	7	0				
UCAA02LR	542600027	8	0				
UCAA02UR	542600027	12	0				
UCAA00BR	542600027	14	0				
UCAA00OR	542600027	18	0				
UCAA02KR	542600028	0	0				
UCAW4D0R	542600028	7	0				
UCAA02WR	542600028	8	0				
UCAA02KR	542600029	0	0				
UCAW4D0R	542600029	7	0				
UCAA00BR	542600029	8	0				
UCAA02XR	542600029	12	0				
UCAA02YR	542600029	16	0				
UCAA02ZR	542600029	20	0				
UCAA030R	542600029	24	0				
UCAA031R	542600029	28	0				
UCAA032R	542600029	32	0				
UCAA00OR	542600029	36	0				
UCAA02KR	542600030	0	0				
UCAW4D0R	542600030	7	0				
UCAA02LR	542600030	8	0				
UCAA036R	542600030	12	0				
UCAA02KR	542600031	0	0				
UCAW4D0R	542600031	7	0				
UCAA00IR	542600031	8	0				
UCAA00OR	542600031	12	0				
UCAA02KR	542600032	0	0				
UCAW4D0R	542600032	7	0				
UCAA00BR	542600032	8	0				
UCAA02XR	542600032	12	0				
UCAA02YR	542600032	16	0				
UCAA02ZR	542600032	20	0				
UCAA030R	542600032	24	0				
UCAA031R	542600032	28	0				
UCAA032R	542600032	32	0				
UCAA02KR	542600033	0	0				
UCAW4D0R	542600033	7	0				
UCAA02LR	542600033	8	0				
UCAA02KR	542600034	0	0				
UCAW4D0R	542600034	7	0				
UCAA02LR	542600034	8	0				
UCAA02KR	542600035	0	0				
UCAW4D0R	542600035	7	0				
UCAA02AR	542600035	8	0				
UCAA00YR	542600042	0	0				
UCAW4DLR	542600042	4	0				
UCAA01RR	542600042	5	0				
UCAA014R	542600042	9	0				
UCAA010R	542600042	13	0				
UCAA00IR	542600042	14	0				
UCAA015R	542600042	18	0				
UCAA019R	542600043	0	0				
UCAA01AR	542600043	1	0				
UCAA01BR	542600043	2	0				
UCAA01CR	542600043	3	0				
UCAA01DR	542600043	4	0				
UCAA01ER	542600043	5	0				
UCAA00QR	542600044	0	0				
UCAA01TR	542600048	0	0				
UCAA020R	542600052	0	0				
UCAW008R	542600052	2	0				
UCAW4G3R	542600055	0	0				
UCAW4CVR	542600055	1	0				
UCAW4CXR	542600055	5	0				
UCAW4CYR	542600055	9	0				
UCAW4CZR	542600055	10	0				
UCAW4D2R	542600055	11	0				
UCAW4D4R	542600055	13	0				
UCAW005R	542600055	15	0				
UCAW007R	542600055	16	0				
UCAW4G9R	542600055	17	0				
UCAW4GAR	542600055	21	0				
UCAW4GBR	542600055	25	0				
UCAW4GCR	542600055	29	0				
UCAA03AR	542600055	33	0				
UCAA03BR	542600055	37	0				
UCAA03CR	542600055	41	0				
UCAA03DR	542600055	43	0				
UCAA03ER	542600055	45	0				
UCAA03FR	542600055	47	0				
