KTKT7011	eEVENT_ID	U	69
KTKT7030	eWRITEABLE_MEMORY_ID	U	3
KTKT7050	eREADABLE_MEMORY_ID	U	5
KTKT7100	ePARAMETER_SID	U	2
KTKT7260	eSW_MEMORY_ID	U	2
KSKT8001	CrFwAlgoId_t	U	2
KSKT8036	CrFwEvtId_t	U	93
KSKT8056	CrFwFid_t	U	13
KSKT8094	CrFwReadMemoryId_t	U	4
KSKT8096	CrFwWriteMemoryId_t	U	3
KSKT8109	CrFwParamType_t	U	9
KSKT8118	CrFwParamSetId_t	U	3
KSKT8125	CrFwProcId_t	U	7
